cuisine,location,name,price,ratings,tags
"North Indian,Chinese,BBQ", 2| Ground Floor| 22nd Main Road| Opposite PES College| Banashankari| Bangalore,Naati Park,500.0,"3.6,3.9",Casual Dining
"North Indian,Chinese", KHB Main Road| Near Bharath Petrol Bunk| Kavalbysandra Post| RT Nagar| Bangalore,Food Hub,400.0,"3.5,4.0",Quick Bites
North Indian, Delivery Only,Jain Foods,250.0,3.8,
"Lebanese,Fast Food", Shop 11| 2nd Cross| PNT Colony| Behind Water Tank| RMB 2nd Stage| Sanjay Nagar| Bangalore,Shawarma Grill,350.0,3.8,Quick Bites
Kerala, Main Road| Vignan Road| Kaggadasapura| Bangalore,Venad Kitchen,300.0,3.8,
"Finger Food,Continental,Pizza", Ground and 1st  Floor| 82/4B| Sarjapur Road| Next To Wipro Corporate Office| Sarjapur Road| Bangalore,THE RIG,1500.0,"4.3,3.2","Microbrewery,Casual Dining"
"North Indian,Seafood,Mangalorean,Chinese", 40| Triveni Road| Yeshwantpur| Bangalore,New Karavali Restaurant,450.0,"3.7,3.8",Quick Bites
"North Indian,Chinese,BBQ", 2| Ground Floor| 22nd Main Road| Opposite PES College| Banashankari| Bangalore,Naati Park,500.0,"3.6,3.9",Casual Dining
"North Indian,Chinese", KHB Main Road| Near Bharath Petrol Bunk| Kavalbysandra Post| RT Nagar| Bangalore,Food Hub,400.0,"3.5,4.0",Quick Bites
Biryani, 265/2| Aanvi Heights| 1st Floor| Vignana Nagar| Kaggadasapura Main Road| Kaggadasapura| Bangalore,Donne Biriyani Mane,350.0,"3.8,3.8",Quick Bites
"Biryani,South Indian,North Indian", 289/5| 16th Cross| Near Saint Francis School| Bommanahalli| Bangalore,Manoj Gowdru Mane Mudde Oota,300.0,"3.5,4.1",Quick Bites
"Andhra,Chinese,North Indian", Shop 35| 36| AIABB Complex| TVS Cross| Peenya| Bangalore,Dwarka,550.0,"3.6,3.9",Casual Dining
Chinese, 14| 6th A Main Road| Shamana Layout| Subaiya Reddy Layout| Banaswadi| Bangalore,Food Bowlz,300.0,3.8,Quick Bites
"Beverages,Fast Food", 8/8| Ring Road| Near Domlur Flyover Junction| Domlur| Bangalore,Fresh Juice Junction,100.0,3.8,Beverage Shop
Biryani, 5| Ground Floor| 22nd Cross| Vignanagar| Kaggadasapura| Bangalore,Biriyani Xpress,400.0,3.8,
"South Indian,Kerala,Chinese", Delivery Only,The Village Kitchen,250.0,3.8,
North Indian, #2| M R Heights|Ground Floor| Sanjeevini Garden| Sai Baba Temple Road| Munnekolala| Marathahalli| Bangalore | Karnataka ,MealsTree,400.0,3.8,
"Healthy Food,Sandwich,Beverages", 3| 290/22| Chairman Layout| Banaswadi| Bangalore,Healthy Meals Plate,400.0,3.8,
"Beverages,Lebanese,Arabian", 15th Main Road| Mahadeshwara Nagar| BTM 2nd Stage| BTM| Bangalore,Fruit & Chai,150.0,3.8,Beverage Shop
"Asian,Chinese", 122| Near Jyothi Nivas College| 1st Cross| KHB Colony| Koramangala 5th Block| Bangalore,Noodle Panda,800.0,"4.2,3.4",Casual Dining
"North Indian,Street Food", Philomena Hospital Road| DadaMastan Layout| Vyalikaval HBCS Layout| Nagawara| Bangalore,Kijiji - Chal Yaha Khate Hai,300.0,"3.8,3.7",Quick Bites
"Cafe,Mexican,Italian,Pizza,Desserts,Beverages", 1112| 17th Cross| 2nd Stage| Near KIMS Medical College| Banashankari| Bangalore,San Churro Cafe,800.0,"3.6,3.9","Café,Casual Dining"
Chinese, 383| 9th Main| 3rd Cross| Hosahalli| Vijay Nagar| Bangalore,Ayodhya Food Corner,200.0,"3.3,4.2",Quick Bites
"Kerala,South Indian,Biryani", Shop 11| 15/3| Amrita College Road| Kasavanahalli| Near Sarjapur Road| Bangalore,Travancore Kitchen,300.0,"3.9,3.7",Quick Bites
"Cafe,Pizza,Burger,Beverages", 20| KVG Avenue| 1st Phase| Sai Baba Temple Street| Electronic City| Bangalore,The Platonic Cafe,500.0,"3.8,3.8",Café
South Indian, 11/2| Sri Krishna Temple Road| Opposite Hotel Dhammanagi Comforts| Hoysala Nagar| 1st Stage| Indiranagar| Bangalore,Halli Mane Rotti,150.0,"3.6,4.0",Quick Bites
"Chinese,Tibetan,Momos", 99| 4th B Cross| Koramangala 5th Block| Bangalore,Momo Hut,250.0,"4.2,3.4",Quick Bites
"Chinese,Fast Food", Shop 14| Plot 89 & 190| 2nd Floor| RMR Shopping Complex| 3rd Cross| Neladri Nagar| Electronic City| Bangalore,Satay Boyz,400.0,3.8,
"Biryani,South Indian,North Indian,Kebab", 352/75| Devki Apparao Layout| Dooravani Nagar| Rammurthy Nagar| Bangalore,Karnataka Military Hotel,400.0,"3.8,3.7",Quick Bites
"North Indian,Chinese,Street Food", 799| MIG 2nd Stage| M.D.Road| Near Allahabad Bank| Yelahanka| Bangalore,Maa Da Dhaba Express,350.0,"3.8,3.7",Quick Bites
South Indian, Prestige Shantiniketan| Destination Food Court| Gate 2| Whitefield Main Road| Whitefield| Bangalore,Kitchens Of Chettinad,250.0,3.8,Quick Bites
"Juices,Beverages", 801| A Block| Sahakara Nagar| Bangalore,Naksha Greens,150.0,"3.9,3.7",Beverage Shop
Beverages, 90| Nehru Road| Kammanahalli Circle| Thomas Town| Sarvagna Nagar| Kammanahalli| Bangalore,Mysore Caapi,350.0,3.8,
South Indian, 995-B| 22/1| Ground Floor| 4th Cross| Kathriguppa Main Road| Near Ram Mandir| Ashok Nagar| BSK First stage| Richmond Road| Bangalore,Sukh Swaad,100.0,3.8,
"Andhra,South Indian,Biryani,Chinese,Hyderabadi", G7| Arcade| Brigade Metropolis| GarudacharPalya| Mahadevapura| Whitefield| Bangalore,Godavari Foods,400.0,3.8,Quick Bites
"Juices,Beverages,Fast Food", 18/2| Christ School Road| Suddagunte Palya| DRC Post| BBMP| BTM| Bangalore,Cafe Alchemist,150.0,3.8,Quick Bites
North Indian, Shop 103| 1st Floor| Saayuj Complex| Sunrise Villas| Bellandur| Bangalore,Mothers Meal Box,200.0,3.8,
"Sandwich,Fast Food", 9| Doopanhalli Main Road| HAL 2nd Stage| Indiranagar| Bangalore,Chaat N Chaat,200.0,3.8,Quick Bites
"Biryani,North Indian,Andhra,Mughlai", Delivery Only,Spice of Biryani,500.0,3.8,
"North Indian,Beverages", 117| 1st Main| Jakkasandra Extension| Koramangala 1st Block| Bangalore,Delhi Food Point,250.0,"3.7,3.8",Quick Bites
"South Indian,Biryani,Kebab", 16th Main Road| Near PESIT College| Banashankari| Bangalore,Devanna Dum Biryani Corner,250.0,"3.8,3.8",Quick Bites
"North Indian,Chinese,Biryani", 18| Global Village Back Gate| Mallasandra| Rajarajeshwari Nagar| Bangalore,Sai Baba Restaurant,400.0,"3.7,3.9",Quick Bites
South Indian, 118|13th Main| 29th Cross| 4th Block| Jayanagar| Bangalore,Davangere Benne Dose Hotel,100.0,3.8,Quick Bites
"South Indian,Biryani", 36| Vybhavi Complex| 4th Main| N.S Palya| 2nd Stage| B.G Road| BTM| Bangalore,Halli Mane Badoota,350.0,"3.3,4.2",Quick Bites
"Biryani,Fast Food", 433| Mylasandra| Tech Park Back Gate| Near Global Village| Rajarajeshwari Nagar| Bangalore,NRN Foods Donne Biryani Mane,450.0,"4.0,3.5",Quick Bites
South Indian, Shop 57/2| Hennur Depot| Near HP Petrol Pump| 2nd Cross| Kammanahalli| Bangalore,Coorg Lunch Home,300.0,"3.7,3.9",Quick Bites
South Indian, 737/1| Begur Main Road| Vishwapriya Nagar| Begur| Bommanahalli| Bangalore,Davanagere Butter Dosa Corner,200.0,"3.6,4.0",Quick Bites
South Indian, 118|13th Main| 29th Cross| 4th Block| Jayanagar| Bangalore,Davangere Benne Dose Hotel,100.0,3.8,Quick Bites
"South Indian,Biryani", 36| Vybhavi Complex| 4th Main| N.S Palya| 2nd Stage| B.G Road| BTM| Bangalore,Halli Mane Badoota,350.0,"3.3,4.2",Quick Bites
"Biryani,Fast Food", 433| Mylasandra| Tech Park Back Gate| Near Global Village| Rajarajeshwari Nagar| Bangalore,NRN Foods Donne Biryani Mane,450.0,"4.0,3.5",Quick Bites
South Indian, Shop 57/2| Hennur Depot| Near HP Petrol Pump| 2nd Cross| Kammanahalli| Bangalore,Coorg Lunch Home,300.0,"3.7,3.9",Quick Bites
South Indian, 737/1| Begur Main Road| Vishwapriya Nagar| Begur| Bommanahalli| Bangalore,Davanagere Butter Dosa Corner,200.0,"3.6,4.0",Quick Bites
"North Indian,Mughlai,Beverages", 57| 1st Floor| 1st Main Road| KHB Colony| Koramangala 7th Block| Bangalore,Oye Amritsar,1100.0,"4.0,3.5",Casual Dining
"Chinese,Fast Food,Beverages", Survey 4-19-6| MS Ramaiah Road| Mathikere| Yeshwantpur| Bangalore,Deep Woods Cafe,400.0,3.8,Quick Bites
Desserts, B-104| Purva Paradise| 3rd Main| 7th Cross| Domlur| Bangalore,Cream and Bakes,100.0,3.8,
Street Food, Adarsh Palm Retreat| Outer Ring Road| East Taluk| Varthur| Uttarahalli| Bellandur| Bangalore,Sunrise Poha,100.0,3.8,Quick Bites
"Bakery,Fast Food", Opposite Rainbow Residency Main Gate| Junnasandra Main Road| Sarjapur Road| Bangalore,Tastebuds,300.0,3.8,"Bakery,Quick Bites"
"North Indian,Mughlai,Kerala", 5| 4th Cross| Maruthi Nagar| Madiwala| BTM| Bangalore,Combo Stories,300.0,3.8,Quick Bites
Rolls, 401| Chikkabanaswadi Main Road| Near CMR Law College| Banaswadi| Bangalore,Special Hot Roll No.1,200.0,3.8,
"North Indian,Chinese,Fast Food", Opposite Neeladari Apartment| Nallurahalli Road| Siddapura| Whitefied| Bangalore,Hunger Stop,300.0,3.8,
"Desserts,Bakery", Delivery Only,INDULGE by InnerChef,400.0,3.8,Bakery
"North Indian,Chinese", 18| A T Road| Jayanagar 6th Block| Near Brigade MM Yediyur| Tata Silk Farm| Jayanagar| Bangalore,Twisted Tadka,400.0,3.8,
"Bakery,Fast Food", 45| Old Race Course Road| Austin Town| Richmond Road| Bangalore,Iyengar's Bakery,200.0,3.8,Bakery
"Fast Food,Beverages", Delivery Only,Snack Time,400.0,3.8,
South Indian, 66/2| 67/1| Garudacharpalya| Mahadevpyra| Whitefield| Bangalore,Ganesh Bhavan,200.0,3.8,
"Biryani,Kebab", 412| 1st Main| 3rd Cross| Ambedkar Nagar| Near Shiv Temple| Whitefield| Bangalore,A1-Delicious Dishes,250.0,3.8,
"Chinese,North Indian", Lalbagh Fort Road| Basavanagudi| Banglore.,Mezban Family Restaurant,300.0,3.8,Quick Bites
"North Indian,Mughlai", 1344/B| 6th Cross| 11th Main| Leela Palace Road| Kodihalli| HAL 3rd Stage| Indiranagar| Bangalore,Tandoori Point,500.0,3.8,
"Tibetan,Momos", Ground Floor| 633| 13th Cross| 16th Main| 2nd Stage| BTM| Bangalore,Miss Momo,250.0,3.8,Quick Bites
"Fast Food,Beverages,Desserts", 50| 12th Main| 2nd Cross| CQAL layout| Sahakara Nagar| Bangalore,Yumjar,300.0,3.8,
"Beverages,Fast Food", 945| 24th Main| 1st A Cross| 2nd Phase| JP Nagar| Bangalore,Ice Burg,450.0,3.8,"Beverage Shop,Quick Bites"
"Fast Food,Rolls", 4062| 19th Main| Beside Carlton Tower| HAL 2nd Stage| Indiranagar| Bangalore,Kolkata Rolls & Hot Dum Biriyani On Dial,200.0,"3.9,3.6",Quick Bites
South Indian, 25| 6th Main| 6th Cross| Kaggadasapura| Bangalore,Aadhya's Hot Idly,200.0,3.8,Quick Bites
"Beverages,Fast Food,Desserts,Ice Cream", 5| 2nd Main| 4th Cross| Thippasandra| Bangalore,Bvks Juice Cafe,200.0,"3.9,3.7",Beverage Shop
"North Indian,Biryani,Chinese", 44| Sri Kantha| 4th B Cross Road| KHB Colony| Koramangala Industrial Layout| Koramangala 4th Block| Bangalore,Telugu Ruchulu,350.0,3.8,
Momos, 810| 2nd Floor| 10th Cross| Neeladri Nagar| Electronic City| Bangalore,Momo Time,300.0,3.8,Quick Bites
North Indian, Widia School Bus Stop| Hesaraghatta Main Road| Bhuvaneshwar Nagar| Bagalugunte| Jalahalli| Bangalore,Shree Balaji Hotel,350.0,3.8,Quick Bites
Street Food, 158/2 & 3| Vignan Nagar| Kaggadaspura| Bangalore,Aaa-O-Ji-Kha-O-Ji,200.0,3.8,Quick Bites
Bakery, 13 A| SM Road| Near Ayyappa Temple| Jalahalli| Bangalore,Baker's Heart,100.0,3.8,Bakery
"North Indian,Chinese,Fast Food", Shop 299-1/03| 1st Floor| 14th Cross| BTS Main Road| Opposite Murthy Dental Clinic| Wilson Garden| Bangalore,Midnight Town,400.0,3.8,
Bakery, Delivery Only,Cakes By M,500.0,3.8,Bakery
"Biryani,Chinese", 65| 2nd Floor| Teacher Colony| 1st Avenue| 5th Main| Koramangala 1st Block| Bangalore,Biryani Duniya,300.0,3.8,
Continental, 103/99| Opposite Govt School| Kodihalli Main Road| Near Indiranagar| Bangalore,Loyal Food,500.0,3.8,Quick Bites
"North Indian,Mughlai", 21| 4th Cross| NAL Wind Tunnal Road| Murgesgpslya| Old Airport Road| Bangalore,CraveBelly Veg & Non veg,300.0,3.8,Quick Bites
Beverages, Braivaeshwar Complex| Opposite Ring Road| Nagawara| Bangalore,Sri Ganesh Juice Centre,200.0,3.8,Beverage Shop
"North Indian,Chinese,Mughlai", 32/1| 3rd Floor| North Road Cross| Hutchins| Frazer Town| Bangalore,Quick Eats,400.0,3.8,
"Biryani,North Indian,Chinese", Shop 12| Hoodi Main Road| Industrial Area| Hoodi| Whitefield| Bangalore,KA53,300.0,3.8,
North Indian, 6| Ground Floor| Krishnappa Building| CV Raman Nagar| Bangalore,Birbal ki Khichdi,300.0,3.8,
"North Indian,Chinese,Fast Food", 1| 11th Cross| 2nd Main| Roopena Agrahara| Hosur Main Road| Bommanahalli| Bangalore,Chicken Express,300.0,3.8,Quick Bites
"North Indian,South Indian", 17-2| 5th Main Road| Ganga Nagar| RT Nagar| Bangalore,Sri Ranga Military Hotel,250.0,"3.6,3.9",Quick Bites
"North Indian,Mughlai,Chinese", 454| Whitefield Bus Stop| Whitefield| Bangalore,Mothi Restaurant,400.0,"3.8,3.7",Quick Bites
"Cafe,Italian", 46| 8th Main Road| Vasanth Nagar| Bangalore,Step Right Up,300.0,"4.0,3.6",Café
"Biryani,North Indian,Chinese", Shop 12| Hoodi Main Road| Industrial Area| Hoodi| Whitefield| Bangalore,KA53,300.0,3.8,
North Indian, 6| Ground Floor| Krishnappa Building| CV Raman Nagar| Bangalore,Birbal ki Khichdi,300.0,3.8,
"North Indian,Chinese,Fast Food", 1| 11th Cross| 2nd Main| Roopena Agrahara| Hosur Main Road| Bommanahalli| Bangalore,Chicken Express,300.0,3.8,Quick Bites
"North Indian,South Indian", 17-2| 5th Main Road| Ganga Nagar| RT Nagar| Bangalore,Sri Ranga Military Hotel,250.0,"3.6,3.9",Quick Bites
"North Indian,Mughlai,Chinese", 454| Whitefield Bus Stop| Whitefield| Bangalore,Mothi Restaurant,400.0,"3.8,3.7",Quick Bites
"Cafe,Italian", 46| 8th Main Road| Vasanth Nagar| Bangalore,Step Right Up,300.0,"4.0,3.6",Café
South Indian, 3051| HAL 2nd Stage| 80 Feet Road| Indiranagar| Bangalore,Madurai Idly Shop,200.0,"3.8,3.8",Quick Bites
North Indian, L149/A| 1st Floor| 5th Main| Sector 6| HSR| Bangalore,Tawa Ghar Ka,350.0,"3.7,3.8",Quick Bites
Chinese, 3| Nandidurga Road| Benson Town| Frazer Town| Bangalore,D A Ying Yang Cuisines,300.0,"3.6,3.9",Quick Bites
"North Indian,Biryani", 3| Sapthagiri Engineer College| Chikkasandra Main Road| Jalahalli| Bangalore,Five Star Ambur Hot Dum Biriyani,250.0,"3.9,3.7",Quick Bites
"Fast Food,Desserts,Beverages", 15| LA CASA Brewery Building| Amrutha College Road| Kasavanahalli| Sarjapur Road| Bangalore,Stogo Cafe & Bakery,600.0,3.8,Quick Bites
North Indian, 121/A| New 8| Patalamma Road| 8th Main| 3rd Block| Jayanagar| Bangalore,Kailash Parbat,1200.0,"3.6,3.9",Food Court
"Chinese,Thai", 35/1A| Varthur Main Road| Lakshminarayana Pura| AECS Layout| Munnekolalu Village| Marathahalli| Bangalore,Wok With Chung,1000.0,"4.0,3.6",Casual Dining
"Bakery,Beverages,Juices", 404| HRBR Layout| 3rd Block| Mariyappa Circle| Kammanahalli Main Road| Opposite Jala Vayu Vihar| Kammanahalli| Bangalore,Bake N Joy,500.0,3.8,Bakery
"Mangalorean,North Indian,Chinese,South Indian", 675 A| 5th Main Road| 2nd Stage| Chord Road| Mahalakshmipuram| Basaveshwara Nagar| Bangalore,Mangalore Lunch Home,500.0,"3.8,3.7",Quick Bites
"North Indian,Andhra,Chinese", 1210/D| 1st Phase| 2nd Stage| Chandra Layout| Main Road| Vijay Nagar| Bangalore,Deewar Family Restaurant and Bar,1100.0,3.8,Casual Dining
"North Indian,Rajasthani", 71/1G1| 3rd Floor| Bhoomi Plaza| Above Bata Showroom| Sarjapur Road| Bangalore,RRoyal Rajasthan,500.0,"4.0,3.6",Casual Dining
Street Food, 463| HMT Layout| 3rd Block| Vidyaranyapura| New BEL Road| Bangalore,Bangarpet Chats,100.0,"3.5,4.1",Quick Bites
"South Indian,Chinese,North Indian", 2 & 3| KVS Complex| TC Palya Main Road| Akshaya Nagar| Rammurthy Nagar| Bangalore,Aaharaa,300.0,"3.8,3.8",Quick Bites
"Italian,Pizza,Beverages", 1766| 14th Main| 1st Stage| Kumaraswamy Layout| Bangalore,@Italy,700.0,"4.1,3.5",Quick Bites
South Indian, 116| 5th Cross| T.G.Layout Ittamdu| B.S.K 3rd Stage| Uttarahalli| Bangalore,Mulabagilu Dosa,200.0,"3.7,3.8",Quick Bites
"Ice Cream,Desserts", Ground Floor| Forum Mall| Hosur Road| Koramangala 7th Block| Bangalore,Haagen Dazs,800.0,"3.6,3.9",Dessert Parlor
South Indian, 156| 2nd Cross| Ramaiah Layout| Old Nilgiri Road| Kammanahalli| Bangalore,The Mylapore Tiffins,150.0,"3.8,3.8",Quick Bites
"Biryani,North Indian,Chinese,Hyderabadi,Andhra,Wraps", Narayanaswamy Building| Panther Railway Station Road| Panathur| Bellandur| Bangalore,Biryani Pot,200.0,"3.8,3.7",Quick Bites
"Healthy Food,Salad", 45| Sunanda Narayana| 5th Cross| Opposite Sri Narendra PG| Bellandur| Bangalore,Nutrivores,500.0,3.8,
"North Indian,Chinese,Biryani", Delivery Only,ABC Kitchen,300.0,3.8,
"Biryani,Chinese", 12| 4th Cross| Pothalappa Garden| Near Mico Adugodi| Koramangala 8th Block| Bangalore,Kai Pakkuvam,250.0,3.8,
"North Indian,Chinese,Beverages", 135 And 136 2| 1st Cross| Pai Layout| Hulimavu Village| BTM Layout| Bannerghatta Road| Bangalore,Delhi Eatz,400.0,"3.9,3.7",Quick Bites
"Cafe,Healthy Food,Sandwich,Italian,European,Continental", Level 4| 1 MG Road Mall| Trinity Circle| MG Road| Bangalore,The Café By Foodhall,1200.0,"3.7,3.9",Café
South Indian, Subbana Garden Street| 7th Main| 1st Cross| Behind BTS Bus Stop| Vijay Nagar| Bangalore,BDBD Banashri Davangere Benne Dose Hotel,150.0,3.8,Quick Bites
"Biryani,Chinese", 12| 4th Cross| Pothalappa Garden| Near Mico Adugodi| Koramangala 8th Block| Bangalore,Kai Pakkuvam,250.0,3.8,
"North Indian,Chinese,Beverages", 135 And 136 2| 1st Cross| Pai Layout| Hulimavu Village| BTM Layout| Bannerghatta Road| Bangalore,Delhi Eatz,400.0,"3.9,3.7",Quick Bites
South Indian, Subbana Garden Street| 7th Main| 1st Cross| Behind BTS Bus Stop| Vijay Nagar| Bangalore,BDBD Banashri Davangere Benne Dose Hotel,150.0,3.8,Quick Bites
"South Indian,North Indian,Chinese", Vijayanagar| KIADB Export Promotion Industrial Area| Whitefield| Bangalore,New Udupi Delicacy,300.0,"3.7,3.8",Quick Bites
"Andhra,Biryani", Food Court| ITPB Main Rd| KIADB Export Promotion Industrial Area| Whitefield| Bengaluru| Karnataka ,Chikpet Donne Biriyani House,300.0,"3.7,3.8",Food Court
"North Indian,Mughlai,Chinese", 1000| 4th Block| Dr Rajkumar Road| Rajajinagar| Bangalore,Navrang Kabab Korner,500.0,"3.6,4.0",Casual Dining
"Chinese,North Indian", 384/1| Bashyam Circle| Sadashiv Nagar| Bangalore,Mint Masala,800.0,"3.7,3.9",Casual Dining
"South Indian,Chinese,Biryani", 1532| Near Anjaneya Temple| Arekere| Bannerghatta Road| Bangalore,Limeyard Kitchens,300.0,"3.8,3.9",Quick Bites
"North Indian,Chinese,South Indian", 14| Roof Top| Dwarakanagara| 2nd Stage| Kengeri| Uttarahalli Main Road| Channasandra| Near Rajarajeshwari Nagar| Bangalore,Bamboo Shoots,800.0,"3.8,3.8",Casual Dining
"North Indian,Chinese,Konkan", 44| Kuvempu Complex| Havanur Circle| Behind Jyothis| 2nd Cross| 3rd Stage| Basaveshwara Nagar| Bangalore,Food Zone,400.0,"3.8,3.8",Quick Bites
"Mithai,Street Food", 114| 5th Cross| Cambridge Layout| Ulsoor| Bangalore,Banchharam,200.0,3.8,Quick Bites
"Kerala,Chinese,South Indian", 36/3| Somasundarapalya Main Road| Sector 2| HSR| Bangalore,De Ranthal,300.0,"3.8,3.8",Quick Bites
South Indian, 11/1| 50 Feet Road| Avalahalli| Giri Nagar| Banashankari| Bangalore,Davangere Benne Dose Hut,100.0,3.8,Quick Bites
Chinese, 28/4| G-005| Ground Floor| City Center| Church Street| Bangalore,WOW! China,500.0,"3.7,3.9",Quick Bites
"Fast Food,Street Food", 15| Industrial Area| Stage 2| BTM Layout| Bengaluru| Karnataka,Snack Me,250.0,"3.7,3.8",Quick Bites
South Indian, Shop 2| 1209/1| Dr. Shivaram Karanth Nagar| Jakkur| Bangalore,Bangalore Tiffins,100.0,"3.6,3.9",Quick Bites
"North Indian,Continental,Italian,Pizza,Fast Food,Healthy Food,Desserts,Beverages", 1434/86/2| Arekere| Krishna Reddy Layout| Venugopalreddy Layout| Bannerghatta Road| Bangalore,RoadRunner,700.0,"3.7,3.8",Quick Bites
"Hyderabadi,North Indian,Chinese,Biryani", 39| G Block| 60 Feet Road| Sahakara Nagar| Bangalore,Rigan Hyderabadi Bawarchi,600.0,"4.1,3.4",Casual Dining
"South Indian,Chinese,Street Food,Biryani", Shop 123| Main Road| Neeladri Nagar| Doddathagur| Electronic City| Bangalore,New Taaza Thindi,250.0,"3.7,3.9",Quick Bites
"Chinese,North Indian,South Indian,Beverages", Shop 1| 699| Devappa Building| Murugeshpalya| Old Airport Road| Bangalore,Malayali Cafe,300.0,3.8,Quick Bites
"South Indian,Biryani", 13| Gandhi Bazar| Basavangudi| Bangalore,New Prashanth Hotel,350.0,3.8,Quick Bites
"Biryani,South Indian", 145| 8th Main Road| Vasanth Nagar| Bangalore,Donne Biryani Hatti,300.0,"3.6,3.9",Quick Bites
North Indian, 357| 3rd Stage| BEML Layout| Rajarajeshwari Nagar| Bangalore,Mandara Grand,300.0,"3.7,3.8",Quick Bites
"Chinese,North Indian", Global Village Tech Park Back Gate| Rajarajeshwari Nagar| Bangalore,Dragon Chilly,500.0,"3.8,3.8",Quick Bites
"Fast Food,Rolls,Kebab", 10| 17/12| Kodigehalli Main Road| Opposite Punjab National Bank| Sahakara Nagar| Bangalore,Khopcha,200.0,3.8,
North Indian, 502| 12th Main| MSR Enclave| Near Nagasandra Metro Station| Jalahalli| Bangalore,Bobby's Dhaba,250.0,3.8,Quick Bites
"Bakery,American,North Indian,South Indian,Salad", Plot 75| 76| 85 - 88| Near Sathyasai Hospital| Whitefield| Bangalore,Whitefield Baking Company - Bengaluru Marriott Hotel...,400.0,3.8,"Bakery,Café"
"South Indian,Chinese", 764/44| 37th Cross 18th Main| 4th T Block| Jayanagar| Bangalore,Mysuru Coffee Thindi,200.0,"3.9,3.7",Quick Bites
"North Indian,Chinese", 1st Stage| Kumaraswamy Layout| Bangalore,Late Night,500.0,"3.6,3.9",Quick Bites
"Juices,Beverages,Healthy Food,Desserts", 2nd Floor| SS Towers Commerical Complex| Sai Baba Temple Road| Munnekollal| Marathahalli| Bangalore,O2 Juice Bar,200.0,"3.5,4.0",Beverage Shop
"Biryani,South Indian", 28| East End Main Road| Near Pump House| Jayanagar| Bangalore,Jayanagara Donne Biryani,400.0,"3.5,4.0",Quick Bites
"Fast Food,North Indian,Rolls", G16| The Arcade Brigade Metropolis| Mahadevapura| Whitefield| Bangalore,Tandoor Box,500.0,3.8,
